"ts","log_file","micro_batch_index","index_in_batch","total_in_batch","ok","recovered_from_output","sample_id","target_level","model","provider","source_article_id","source_dataset","source_file","article_id","hit_target","rounds_used","fidelity_overall","prompt_tokens","completion_tokens","total_tokens","llm_calls","elapsed_ms","error","status"
"2026/3/1 12:49:37","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","1","24","True","False","generated_0c812562-e605-4eec-9b15-fa0701517dd0_to_l2_r1_x-ai_grok-4.1-fast","2","x-ai/grok-4.1-fast","openrouter","0c812562-e605-4eec-9b15-fa0701517dd0","generated","0c812562-e605-4eec-9b15-fa0701517dd0.json","7b63baac-3a69-496f-9b28-ae9287f065eb","True","1","0.9786","1062","8188","9250","1","61633",,
"2026/3/1 12:54:12","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","2","24","True","False","generated_0c8587eb-b6e0-484b-8c70-807e3266c714_to_l2_r2_x-ai_grok-4.1-fast","2","x-ai/grok-4.1-fast","openrouter","0c8587eb-b6e0-484b-8c70-807e3266c714","generated","0c8587eb-b6e0-484b-8c70-807e3266c714.json","06d44237-4fc5-4069-9951-2dd97a2a89b0","True","3","0.8803","4185","30700","34885","3","274490",,
"2026/3/1 12:55:49","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","3","24","True","False","generated_0e4b88a4-1242-4606-888a-6c1f1b7f7804_to_l2_r3_x-ai_grok-4.1-fast","2","x-ai/grok-4.1-fast","openrouter","0e4b88a4-1242-4606-888a-6c1f1b7f7804","generated","0e4b88a4-1242-4606-888a-6c1f1b7f7804.json","0930e1dc-b6ab-42ad-8921-3a030e6e4d55","True","1","0.9257","977","8671","9648","1","97149",,
"2026/3/1 12:58:08","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","4","24","True","False","generated_0f1efd6f-a3bd-4915-bd74-9a73aa50720b_to_l2_r4_x-ai_grok-4.1-fast","2","x-ai/grok-4.1-fast","openrouter","0f1efd6f-a3bd-4915-bd74-9a73aa50720b","generated","0f1efd6f-a3bd-4915-bd74-9a73aa50720b.json","697ac909-1995-4434-ae9f-502fe159c850","True","2","0.99","2389","13829","16218","2","138334",,
"2026/3/1 12:59:22","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","5","24","True","False","generated_11a0826e-5a87-4e50-b071-49d4d7daa336_to_l2_r5_x-ai_grok-4.1-fast","2","x-ai/grok-4.1-fast","openrouter","11a0826e-5a87-4e50-b071-49d4d7daa336","generated","11a0826e-5a87-4e50-b071-49d4d7daa336.json","41628538-ba6c-43d2-afa4-149326f12068","True","1","1","1056","6174","7230","1","73515",,
"2026/3/1 13:01:05","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","6","24","True","False","generated_124bd8f6-90f3-4fa5-9ed1-72ce929b791f_to_l2_r6_x-ai_grok-4.1-fast","2","x-ai/grok-4.1-fast","openrouter","124bd8f6-90f3-4fa5-9ed1-72ce929b791f","generated","124bd8f6-90f3-4fa5-9ed1-72ce929b791f.json","0906a24b-e57c-49b5-bf06-5aec227c3b62","True","1","0.9842","1196","10706","11902","1","103568",,
"2026/3/1 13:01:51","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","7","24","True","False","generated_14437b00-2ac3-40e2-a14b-1112e936a901_to_l2_r7_x-ai_grok-4.1-fast","2","x-ai/grok-4.1-fast","openrouter","14437b00-2ac3-40e2-a14b-1112e936a901","generated","14437b00-2ac3-40e2-a14b-1112e936a901.json","2c3e6835-ec7c-412c-a4d7-eba001875702","True","1","0.9839","981","4635","5616","1","45381",,
"2026/3/1 13:02:39","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","8","24","True","False","generated_1679e35f-e594-4859-a7ba-551d81fc8369_to_l2_r8_x-ai_grok-4.1-fast","2","x-ai/grok-4.1-fast","openrouter","1679e35f-e594-4859-a7ba-551d81fc8369","generated","1679e35f-e594-4859-a7ba-551d81fc8369.json","27b0bce5-97a2-4eb5-bc7a-c6c00f279e09","True","1","0.8843","994","6599","7593","1","47942",,
"2026/3/1 13:03:44","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","9","24","True","False","generated_18e3546e-a14a-4655-a5b1-e4ea21ec633e_to_l3_r1_x-ai_grok-4.1-fast","3","x-ai/grok-4.1-fast","openrouter","18e3546e-a14a-4655-a5b1-e4ea21ec633e","generated","18e3546e-a14a-4655-a5b1-e4ea21ec633e.json","71bbe3dd-88d4-4dfa-af96-088c073fc385","True","1","0.9813","1222","6265","7487","1","63826",,
"2026/3/1 13:06:07","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","10","24","True","False","generated_1935319b-6d42-4309-99eb-fdf7003928ae_to_l3_r2_x-ai_grok-4.1-fast","3","x-ai/grok-4.1-fast","openrouter","1935319b-6d42-4309-99eb-fdf7003928ae","generated","1935319b-6d42-4309-99eb-fdf7003928ae.json","b0e947cf-4678-4286-bff4-47fc5f4834cc","True","2","1","2015","12870","14885","2","143246",,
"2026/3/1 13:06:44","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","11","24","True","False","generated_1aa948e6-8ed3-4f58-9bf3-6c597cef030b_to_l3_r3_x-ai_grok-4.1-fast","3","x-ai/grok-4.1-fast","openrouter","1aa948e6-8ed3-4f58-9bf3-6c597cef030b","generated","1aa948e6-8ed3-4f58-9bf3-6c597cef030b.json","e9c7ad5a-7c57-4215-8c58-e9a67d38fa41","True","1","0.8357","1058","5400","6458","1","36730",,
"2026/3/1 13:09:54","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","12","24","True","False","generated_1d07bc5b-d510-4384-8583-aad7baff6773_to_l3_r4_x-ai_grok-4.1-fast","3","x-ai/grok-4.1-fast","openrouter","1d07bc5b-d510-4384-8583-aad7baff6773","generated","1d07bc5b-d510-4384-8583-aad7baff6773.json","b530ee33-ad38-4038-bb26-281c56a6ef66","True","3","0.83","3616","25271","28887","3","189493",,
"2026/3/1 13:11:47","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","13","24","True","False","generated_1eff4d7a-8ebe-4111-8851-32b0a55876be_to_l3_r5_x-ai_grok-4.1-fast","3","x-ai/grok-4.1-fast","openrouter","1eff4d7a-8ebe-4111-8851-32b0a55876be","generated","1eff4d7a-8ebe-4111-8851-32b0a55876be.json","8ec36ef8-7e67-41f8-94df-8dbc20983951","True","2","0.98","2609","12491","15100","2","112353",,
"2026/3/1 13:14:06","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","14","24","True","False","generated_1fff278e-2ec5-4c58-86b2-9ca8f453367b_to_l3_r6_x-ai_grok-4.1-fast","3","x-ai/grok-4.1-fast","openrouter","1fff278e-2ec5-4c58-86b2-9ca8f453367b","generated","1fff278e-2ec5-4c58-86b2-9ca8f453367b.json","e6f1ba1c-74d7-4688-9a11-22807d11ecf1","True","2","0.8932","3132","15686","18818","2","139528",,
"2026/3/1 13:15:16","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","15","24","True","False","generated_203ae205-3a4d-4dcc-aab2-69ad42372bc5_to_l3_r7_x-ai_grok-4.1-fast","3","x-ai/grok-4.1-fast","openrouter","203ae205-3a4d-4dcc-aab2-69ad42372bc5","generated","203ae205-3a4d-4dcc-aab2-69ad42372bc5.json","8fb43de5-132c-427b-a569-8677612b2391","True","1","0.8443","1505","8527","10032","1","69155",,
"2026/3/1 13:17:28","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","16","24","True","False","generated_23e68211-0ca0-4ca3-bbd5-c133ca9884b9_to_l3_r8_x-ai_grok-4.1-fast","3","x-ai/grok-4.1-fast","openrouter","23e68211-0ca0-4ca3-bbd5-c133ca9884b9","generated","23e68211-0ca0-4ca3-bbd5-c133ca9884b9.json","d26b66fd-4fd9-41c7-8fe5-2cc2cb3ff00d","True","3","0.7494","3327","17544","20871","3","131923",,
"2026/3/1 13:21:01","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","17","24","True","False","generated_24e797b0-643b-4ab7-acc1-92a2fd3bcfff_to_l4_r1_x-ai_grok-4.1-fast","4","x-ai/grok-4.1-fast","openrouter","24e797b0-643b-4ab7-acc1-92a2fd3bcfff","generated","24e797b0-643b-4ab7-acc1-92a2fd3bcfff.json","06b28ebb-1fe3-4a0d-bcf0-a0b6cc37ce2f","True","4","0.7562","4161","28902","33063","4","212732",,
"2026/3/1 13:22:06","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","18","24","True","False","generated_2593d2ce-cc8e-4356-979d-990202935fd8_to_l4_r2_x-ai_grok-4.1-fast","4","x-ai/grok-4.1-fast","openrouter","2593d2ce-cc8e-4356-979d-990202935fd8","generated","2593d2ce-cc8e-4356-979d-990202935fd8.json","fac38f72-41b4-4d61-96ca-e0a8f3e33907","True","1","0.9133","903","7171","8074","1","64442",,
"2026/3/1 13:23:26","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","19","24","True","False","generated_26e90809-9715-4fc0-b0db-4f5d828a8422_to_l4_r3_x-ai_grok-4.1-fast","4","x-ai/grok-4.1-fast","openrouter","26e90809-9715-4fc0-b0db-4f5d828a8422","generated","26e90809-9715-4fc0-b0db-4f5d828a8422.json","a0e29357-5964-482b-a483-48857c291dc7","True","1","0.965","1074","10274","11348","1","79708",,
"2026/3/1 13:23:54","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","20","24","True","False","generated_27257511-4248-4cb3-88f7-c1bc2f51ffb5_to_l4_r4_x-ai_grok-4.1-fast","4","x-ai/grok-4.1-fast","openrouter","27257511-4248-4cb3-88f7-c1bc2f51ffb5","generated","27257511-4248-4cb3-88f7-c1bc2f51ffb5.json","d42eb973-f0ae-4887-b9e7-a74024dbe112","True","1","0.87","1418","3763","5181","1","27969",,
"2026/3/1 13:25:16","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","21","24","True","False","generated_2a1d9b0b-8b9f-45bc-b2ca-fbcc4d874bc5_to_l4_r5_x-ai_grok-4.1-fast","4","x-ai/grok-4.1-fast","openrouter","2a1d9b0b-8b9f-45bc-b2ca-fbcc4d874bc5","generated","2a1d9b0b-8b9f-45bc-b2ca-fbcc4d874bc5.json","7e5b61c8-01a9-481a-9b7a-44fc46c0feb7","True","1","0.9804","1094","10964","12058","1","81503",,
"2026/3/1 13:26:56","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","22","24","True","False","generated_2cd8144f-fd45-48ef-9011-c6f4e751a89f_to_l4_r6_x-ai_grok-4.1-fast","4","x-ai/grok-4.1-fast","openrouter","2cd8144f-fd45-48ef-9011-c6f4e751a89f","generated","2cd8144f-fd45-48ef-9011-c6f4e751a89f.json","147147a7-9d66-4d77-8875-60b38b8e3dd3","True","2","0.9192","2660","11467","14127","2","100117",,
"2026/3/1 13:30:12","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","23","24","True","False","generated_2d1748ce-785b-4aef-9110-620163cc46ce_to_l4_r7_x-ai_grok-4.1-fast","4","x-ai/grok-4.1-fast","openrouter","2d1748ce-785b-4aef-9110-620163cc46ce","generated","2d1748ce-785b-4aef-9110-620163cc46ce.json","e59602ee-9e87-4456-9ed9-ccef0538481f","True","3","0.89","3661","21468","25129","3","195471",,
"2026/3/1 13:32:23","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","24","24","True","False","generated_2f6c2454-faf6-4af1-86f6-e93e93d6181a_to_l4_r8_x-ai_grok-4.1-fast","4","x-ai/grok-4.1-fast","openrouter","2f6c2454-faf6-4af1-86f6-e93e93d6181a","generated","2f6c2454-faf6-4af1-86f6-e93e93d6181a.json","daa300a9-87f4-42de-8a8a-7e5df6966024","True","2","0.7859","2580","14263","16843","2","130817",,
"2026/3/1 12:50:14","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","1","24","True","False","generated_32643a93-325e-4493-8cd6-bfe2b3e65c1b_to_l5_r1_x-ai_grok-4.1-fast","5","x-ai/grok-4.1-fast","openrouter","32643a93-325e-4493-8cd6-bfe2b3e65c1b","generated","32643a93-325e-4493-8cd6-bfe2b3e65c1b.json","763d72b5-f8dd-4dfd-829d-ecbbae0a469f","True","1","1","1287","8121","9408","1","99059",,
"2026/3/1 12:51:14","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","2","24","True","False","generated_32d83859-e1a7-45f6-8295-7e6df0e27fd2_to_l5_r2_x-ai_grok-4.1-fast","5","x-ai/grok-4.1-fast","openrouter","32d83859-e1a7-45f6-8295-7e6df0e27fd2","generated","32d83859-e1a7-45f6-8295-7e6df0e27fd2.json","0f64eaa9-3f34-4e49-a1d2-a3cb18f50e8a","True","1","1","1018","6793","7811","1","59354",,
"2026/3/1 12:52:58","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","3","24","True","False","generated_3481ef0a-beb7-4eb2-9ac3-b8da0f4f3afd_to_l5_r3_x-ai_grok-4.1-fast","5","x-ai/grok-4.1-fast","openrouter","3481ef0a-beb7-4eb2-9ac3-b8da0f4f3afd","generated","3481ef0a-beb7-4eb2-9ac3-b8da0f4f3afd.json","1869ab69-7b0d-4bea-b66c-3589ccebf688","True","1","0.9743","1376","9622","10998","1","103325",,
"2026/3/1 12:58:03","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","4","24","True","False","generated_35befef3-7876-4a93-a39e-9b2c271bc8f9_to_l5_r4_x-ai_grok-4.1-fast","5","x-ai/grok-4.1-fast","openrouter","35befef3-7876-4a93-a39e-9b2c271bc8f9","generated","35befef3-7876-4a93-a39e-9b2c271bc8f9.json","225c454f-3546-4fbf-af1b-11fe91c43879","True","3","0.7993","3317","29116","32433","3","304880",,
"2026/3/1 13:00:35","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","5","24","True","False","generated_379ed5d3-997f-49b8-a1ee-43bec1e73b4f_to_l5_r5_x-ai_grok-4.1-fast","5","x-ai/grok-4.1-fast","openrouter","379ed5d3-997f-49b8-a1ee-43bec1e73b4f","generated","379ed5d3-997f-49b8-a1ee-43bec1e73b4f.json","f2ecabc8-00d1-4f04-8d5a-b104cb369c02","True","2","0.8962","3009","15583","18592","2","151618",,
"2026/3/1 13:05:40","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","6","24","False","True","generated_37fadc6b-1e87-440c-b8b3-aec0905e222a_to_l5_r6_x-ai_grok-4.1-fast","5","x-ai/grok-4.1-fast",,"37fadc6b-1e87-440c-b8b3-aec0905e222a","generated","37fadc6b-1e87-440c-b8b3-aec0905e222a.json",,,,,,,,,"305202","fetch failed",
"2026/3/1 13:06:53","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","7","24","True","False","generated_388e6d31-3617-47aa-9b0f-94e7df01272e_to_l5_r7_x-ai_grok-4.1-fast","5","x-ai/grok-4.1-fast","openrouter","388e6d31-3617-47aa-9b0f-94e7df01272e","generated","388e6d31-3617-47aa-9b0f-94e7df01272e.json","dfe469cb-7a6e-49c7-b08e-96580c182ed6","True","1","1","1042","6219","7261","1","72224",,
"2026/3/1 13:07:42","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","8","24","True","False","generated_3a38f5cc-c812-475e-912f-eaeacafff3d0_to_l5_r8_x-ai_grok-4.1-fast","5","x-ai/grok-4.1-fast","openrouter","3a38f5cc-c812-475e-912f-eaeacafff3d0","generated","3a38f5cc-c812-475e-912f-eaeacafff3d0.json","f7327ffe-854d-4303-9792-75b66987ee03","True","1","0.9481","1525","7708","9233","1","48304",,
"2026/3/1 13:12:49","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","9","24","False","True","questions_ielts_13_test1_passage1_b1idvj_to_l1_r1_openai_gpt-5-mini","1","openai/gpt-5-mini",,"ielts_13_test1_passage1_b1idvj","questions","ielts_13_test1_passage1_b1idvj.json",,,,,,,,,"306798","fetch failed",
"2026/3/1 13:15:54","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","10","24","True","False","questions_ielts_13_test1_passage3_91iewj_to_l1_r2_openai_gpt-5-mini","1","openai/gpt-5-mini","openrouter","ielts_13_test1_passage3_91iewj","questions","ielts_13_test1_passage3_91iewj.json","b1f2b7cf-aa2d-4bb7-b83e-2d6af360389e","True","1","0.992","1495","15373","16868","1","185293",,
"2026/3/1 13:18:14","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","11","24","True","False","questions_ielts_13_test2_passage1_21iffj_to_l1_r3_openai_gpt-5-mini","1","openai/gpt-5-mini","openrouter","ielts_13_test2_passage1_21iffj","questions","ielts_13_test2_passage1_21iffj.json","8d10baa3-65e7-4b1c-955f-d212ecf88432","True","1","0.9693","1402","10930","12332","1","139797",,
"2026/3/1 13:23:22","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","12","24","False","True","questions_ielts_13_test2_passage3_61igdj_to_l1_r4_openai_gpt-5-mini","1","openai/gpt-5-mini",,"ielts_13_test2_passage3_61igdj","questions","ielts_13_test2_passage3_61igdj.json",,,,,,,,,"306987","fetch failed",
"2026/3/1 13:25:48","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","13","24","True","False","questions_ielts_13_test3_passage1_41igvj_to_l1_r5_openai_gpt-5-mini","1","openai/gpt-5-mini","openrouter","ielts_13_test3_passage1_41igvj","questions","ielts_13_test3_passage1_41igvj.json","c4e0efb8-2494-405b-9fef-e6e9b3130c1a","True","1","0.9579","1406","14682","16088","1","146421",,
"2026/3/1 13:27:32","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","14","24","True","False","questions_ielts_13_test4_passage1_91iiaj_to_l1_r6_openai_gpt-5-mini","1","openai/gpt-5-mini","openrouter","ielts_13_test4_passage1_91iiaj","questions","ielts_13_test4_passage1_91iiaj.json","0b5b7d48-8f51-4c4c-af58-df3a0b7114ce","True","1","0.9895","1510","9297","10807","1","102897",,
"2026/3/1 13:32:39","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","15","24","False","True","questions_ielts_13_test4_passage3_21ij7j_to_l1_r7_openai_gpt-5-mini","1","openai/gpt-5-mini",,"ielts_13_test4_passage3_21ij7j","questions","ielts_13_test4_passage3_21ij7j.json",,,,,,,,,"306773","fetch failed",
"2026/3/1 13:36:35","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","16","24","True","False","questions_ielts_14_test1_passage1_f277jj_to_l1_r8_openai_gpt-5-mini","1","openai/gpt-5-mini","openrouter","ielts_14_test1_passage1_f277jj","questions","ielts_14_test1_passage1_f277jj.json","deaac092-83d0-46d4-aa6f-3ef4492a58a1","True","2","0.945","2794","18247","21041","2","236538",,
"2026/3/1 13:39:24","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","17","24","True","False","questions_ielts_14_test1_passage3_f278wj_to_l2_r1_openai_gpt-5-mini","2","openai/gpt-5-mini","openrouter","ielts_14_test1_passage3_f278wj","questions","ielts_14_test1_passage3_f278wj.json","eb69cda3-4f40-4123-8b38-903dbf141fe5","True","1","0.9486","1475","11704","13179","1","168506",,
"2026/3/1 13:41:22","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","18","24","True","False","questions_ielts_14_test2_passage1_f279uj_to_l2_r2_openai_gpt-5-mini","2","openai/gpt-5-mini","openrouter","ielts_14_test2_passage1_f279uj","questions","ielts_14_test2_passage1_f279uj.json","457c7885-6e8c-4e26-923a-1772933a445e","True","1","0.993","1575","9452","11027","1","117278",,
"2026/3/1 13:43:04","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","19","24","True","False","questions_ielts_14_test2_passage3_827asj_to_l2_r3_openai_gpt-5-mini","2","openai/gpt-5-mini","openrouter","ielts_14_test2_passage3_827asj","questions","ielts_14_test2_passage3_827asj.json","e4515454-0c31-4cae-8163-0ff1c5bfe659","True","1","0.9613","1339","7434","8773","1","101820",,
"2026/3/1 13:48:11","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","20","24","False","True","questions_ielts_14_test3_passage1_927bfj_to_l2_r4_openai_gpt-5-mini","2","openai/gpt-5-mini",,"ielts_14_test3_passage1_927bfj","questions","ielts_14_test3_passage1_927bfj.json",,,,,,,,,"306980","fetch failed",
"2026/3/1 13:53:18","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","21","24","False","True","questions_ielts_14_test3_passage3_527cnj_to_l2_r5_openai_gpt-5-mini","2","openai/gpt-5-mini",,"ielts_14_test3_passage3_527cnj","questions","ielts_14_test3_passage3_527cnj.json",,,,,,,,,"306830","fetch failed",
"2026/3/1 13:54:29","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","22","24","True","False","questions_ielts_14_test4_passage1_c27d7j_to_l2_r6_openai_gpt-5-mini","2","openai/gpt-5-mini","openrouter","ielts_14_test4_passage1_c27d7j","questions","ielts_14_test4_passage1_c27d7j.json","8480933d-d679-4932-8b87-1c356174c030","True","1","0.975","1395","5594","6989","1","70341",,
"2026/3/1 13:56:12","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","23","24","True","False","questions_ielts_14_test4_passage2_c27dnj_to_l2_r7_openai_gpt-5-mini","2","openai/gpt-5-mini","openrouter","ielts_14_test4_passage2_c27dnj","questions","ielts_14_test4_passage2_c27dnj.json","ab205cfc-b673-4ecd-aad0-9347225122eb","True","1","0.8393","1313","9244","10557","1","102842",,
"2026/3/1 13:58:59","adjust_main_n8_mb04_2026-03-01T12-48-35-696Z.jsonl","4","24","24","True","False","questions_ielts_14_test4_passage3_527e3j_to_l2_r8_openai_gpt-5-mini","2","openai/gpt-5-mini","openrouter","ielts_14_test4_passage3_527e3j","questions","ielts_14_test4_passage3_527e3j.json","38e58e1f-0ab4-42e0-aa80-b74d10598185","True","1","0.9297","1449","12254","13703","1","165973",,
